# 20250319T1619
# N=109
sample	sample_sex	input_path
HG04115-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04115-R1/HG04115-R1.chrY.fasta
HG03654-Q2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03654-Q2/HG03654-Q2.chrY.fasta
HG00290-N1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00290-N1/HG00290-N1.chrY.fasta
HG01252-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01252-E1/HG01252-E1.chrY.fasta
HG03139-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03139-E1/HG03139-E1.chrY.fasta
HG02647-A1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02647-A1/HG02647-A1.chrY.fasta
NA20905-J2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20905-J2/NA20905-J2.chrY.fasta
HG03521-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03521-E1/HG03521-E1.chrY.fasta
HG00706-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00706-O2/HG00706-O2.chrY.fasta
NA18612-C2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18612-C2/NA18612-C2.chrY.fasta
NA20850-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20850-R1/NA20850-R1.chrY.fasta
HG02984-A0.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02984-A0/HG02984-A0.chrY.fasta
HG00738-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00738-R1/HG00738-R1.chrY.fasta
HG03579-G2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03579-G2/HG03579-G2.chrY.fasta
NA24149-J1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA24149-J1/NA24149-J1.chrY.fasta
HG01099-G2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01099-G2/HG01099-G2.chrY.fasta
NA24385-J1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA24385-J1/NA24385-J1.chrY.fasta
HG02056-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02056-O2/HG02056-O2.chrY.fasta
HG02015-O1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02015-O1/HG02015-O1.chrY.fasta
HG02514-O1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02514-O1/HG02514-O1.chrY.fasta
HG01255-J1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01255-J1/HG01255-J1.chrY.fasta
HG03098-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03098-E1/HG03098-E1.chrY.fasta
HG01433-J1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01433-J1/HG01433-J1.chrY.fasta
HG03742-NO.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03742-NO/HG03742-NO.chrY.fasta
HG00140-I1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00140-I1/HG00140-I1.chrY.fasta
NA20346-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20346-E1/NA20346-E1.chrY.fasta
HG04187-H1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04187-H1/HG04187-H1.chrY.fasta
NA18952-D1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18952-D1/NA18952-D1.chrY.fasta
HG02738-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02738-R1/HG02738-R1.chrY.fasta
HG00642-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00642-R1/HG00642-R1.chrY.fasta
HG02132-Q1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02132-Q1/HG02132-Q1.chrY.fasta
NA18974-C1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18974-C1/NA18974-C1.chrY.fasta
NA18983-D1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18983-D1/NA18983-D1.chrY.fasta
HG01530-T1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01530-T1/HG01530-T1.chrY.fasta
NA20809-J2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20809-J2/NA20809-J2.chrY.fasta
HG01167-I2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01167-I2/HG01167-I2.chrY.fasta
HG02698-Q1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02698-Q1/HG02698-Q1.chrY.fasta
HG03225-B3.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03225-B3/HG03225-B3.chrY.fasta
HG00673-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00673-O2/HG00673-O2.chrY.fasta
HG03130-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03130-E1/HG03130-E1.chrY.fasta
HG02129-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02129-O2/HG02129-O2.chrY.fasta
HG01934-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01934-R1/HG01934-R1.chrY.fasta
HG00329-N1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00329-N1/HG00329-N1.chrY.fasta
HG02300-Q1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02300-Q1/HG02300-Q1.chrY.fasta
HG04204-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04204-R1/HG04204-R1.chrY.fasta
HG02258-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02258-E1/HG02258-E1.chrY.fasta
HG04199-L1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04199-L1/HG04199-L1.chrY.fasta
HG02717-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02717-E1/HG02717-E1.chrY.fasta
HG02055-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02055-E1/HG02055-E1.chrY.fasta
HG02145-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02145-E1/HG02145-E1.chrY.fasta
HG01074-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01074-E1/HG01074-E1.chrY.fasta
HG00321-I1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00321-I1/HG00321-I1.chrY.fasta
HG03017-R2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03017-R2/HG03017-R2.chrY.fasta
HG02735-J2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02735-J2/HG02735-J2.chrY.fasta
HG01358-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01358-R1/HG01358-R1.chrY.fasta
HG03688-L1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03688-L1/HG03688-L1.chrY.fasta
HG02572-E1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02572-E1/HG02572-E1.chrY.fasta
HG01261-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01261-R1/HG01261-R1.chrY.fasta
HG02135-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02135-O2/HG02135-O2.chrY.fasta
HG02668-A1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02668-A1/HG02668-A1.chrY.fasta
HG02071-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02071-O2/HG02071-O2.chrY.fasta
HG02392-O2.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02392-O2/HG02392-O2.chrY.fasta
NA18971-C1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18971-C1/NA18971-C1.chrY.fasta
RFGRC38-R1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/inject-ref/RFGRC38-R1.chrY.fasta
RFCHM13-J1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/inject-ref/RFCHM13-J1.chrY.fasta
