# 20250319T1619
# N=222
sample	sample_sex	input_path
HG03139-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03139-E1/HG03139-E1.chrX.fasta
HG03669-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03669-XX/HG03669-XX.chrX.fasta
HG02647-A1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02647-A1/HG02647-A1.chrX.fasta
NA20905-J2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20905-J2/NA20905-J2.chrX.fasta
HG03521-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03521-E1/HG03521-E1.chrX.fasta
HG00706-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00706-O2/HG00706-O2.chrX.fasta
NA18612-C2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18612-C2/NA18612-C2.chrX.fasta
NA21106-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21106-XX/NA21106-XX.chrX.fasta
HG03369-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03369-XX/HG03369-XX.chrX.fasta
NA19131-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19131-XX/NA19131-XX.chrX.fasta
HG01975-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01975-XX/HG01975-XX.chrX.fasta
HG01784-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01784-XX/HG01784-XX.chrX.fasta
NA20850-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20850-R1/NA20850-R1.chrX.fasta
HG00408-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00408-XX/HG00408-XX.chrX.fasta
HG03239-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03239-XX/HG03239-XX.chrX.fasta
HG00253-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00253-XX/HG00253-XX.chrX.fasta
HG02984-A0.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02984-A0/HG02984-A0.chrX.fasta
HG00738-R1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00738-R1/HG00738-R1.chrX.fasta
NA18570-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18570-XX/NA18570-XX.chrX.fasta
NA24143-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA24143-XX/NA24143-XX.chrX.fasta
NA19835-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19835-XX/NA19835-XX.chrX.fasta
HG01993-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01993-XX/HG01993-XX.chrX.fasta
HG03579-G2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03579-G2/HG03579-G2.chrX.fasta
HG00733-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00733-XX/HG00733-XX.chrX.fasta
NA24149-J1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA24149-J1/NA24149-J1.chrX.fasta
HG02293-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02293-XX/HG02293-XX.chrX.fasta
HG00639-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00639-XX/HG00639-XX.chrX.fasta
HG02155-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02155-XX/HG02155-XX.chrX.fasta
HG00350-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00350-XX/HG00350-XX.chrX.fasta
NA18976-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18976-XX/NA18976-XX.chrX.fasta
HG01071-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01071-XX/HG01071-XX.chrX.fasta
HG02683-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02683-XX/HG02683-XX.chrX.fasta
HG01175-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01175-XX/HG01175-XX.chrX.fasta
HG01099-G2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01099-G2/HG01099-G2.chrX.fasta
NA24385-J1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA24385-J1/NA24385-J1.chrX.fasta
HG02056-O2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02056-O2/HG02056-O2.chrX.fasta
HG01884-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01884-XX/HG01884-XX.chrX.fasta
HG02015-O1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02015-O1/HG02015-O1.chrX.fasta
NA19468-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19468-XX/NA19468-XX.chrX.fasta
HG02451-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02451-XX/HG02451-XX.chrX.fasta
HG02615-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02615-XX/HG02615-XX.chrX.fasta
HG02514-O1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02514-O1/HG02514-O1.chrX.fasta
HG01255-J1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01255-J1/HG01255-J1.chrX.fasta
HG03098-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03098-E1/HG03098-E1.chrX.fasta
HG03804-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03804-XX/HG03804-XX.chrX.fasta
HG01433-J1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01433-J1/HG01433-J1.chrX.fasta
HG03742-NO.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03742-NO/HG03742-NO.chrX.fasta
HG01978-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01978-XX/HG01978-XX.chrX.fasta
HG03583-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03583-XX/HG03583-XX.chrX.fasta
HG01940-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01940-XX/HG01940-XX.chrX.fasta
HG00235-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00235-XX/HG00235-XX.chrX.fasta
HG02165-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02165-XX/HG02165-XX.chrX.fasta
HG00140-I1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00140-I1/HG00140-I1.chrX.fasta
HG01969-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01969-XX/HG01969-XX.chrX.fasta
NA20346-E1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20346-E1/NA20346-E1.chrX.fasta
HG04187-H1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04187-H1/HG04187-H1.chrX.fasta
NA18952-D1.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18952-D1/NA18952-D1.chrX.fasta
HG03458-XX.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03458-XX/HG03458-XX.chrX.fasta
