# 20250208T1632
# N=437
sample	sample_sex	input_path
HG02965-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02965-E1/HG02965-E1.hap1.chrY.fasta
HG02178-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02178-XX/HG02178-XX.hap1.chrX.fasta
HG02178-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02178-XX/HG02178-XX.hap2.chrX.fasta
HG03784-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03784-XX/HG03784-XX.hap1.chrX.fasta
HG03784-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03784-XX/HG03784-XX.hap2.chrX.fasta
HG01943-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01943-R1/HG01943-R1.hap1.chrY.fasta
HG01943-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01943-R1/HG01943-R1.hap2.chrX.fasta
HG02602-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02602-R1/HG02602-R1.hap2.chrX.fasta
HG02602-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02602-R1/HG02602-R1.hap1.chrY.fasta
HG03927-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03927-XX/HG03927-XX.hap2.chrX.fasta
HG03927-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03927-XX/HG03927-XX.hap1.chrX.fasta
NA18620-C2.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18620-C2/NA18620-C2.hap2.chrX.fasta
NA18620-C2.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18620-C2/NA18620-C2.hap1.chrY.fasta
NA20752-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20752-R1/NA20752-R1.hap2.chrX.fasta
NA20752-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20752-R1/NA20752-R1.hap1.chrY.fasta
HG00232-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00232-XX/HG00232-XX.hap1.chrX.fasta
HG00232-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00232-XX/HG00232-XX.hap2.chrX.fasta
HG00126-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00126-R1/HG00126-R1.hap1.chrY.fasta
HG00126-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00126-R1/HG00126-R1.hap2.chrX.fasta
HG01258-J1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01258-J1/HG01258-J1.hap2.chrX.fasta
HG01258-J1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01258-J1/HG01258-J1.hap1.chrY.fasta
HG00423-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00423-XX/HG00423-XX.hap1.chrX.fasta
HG00423-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00423-XX/HG00423-XX.hap2.chrX.fasta
HG00621-O2.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00621-O2/HG00621-O2.hap1.chrY.fasta
HG00621-O2.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00621-O2/HG00621-O2.hap2.chrX.fasta
NA18608-N1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18608-N1/NA18608-N1.hap2.chrX.fasta
NA18608-N1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18608-N1/NA18608-N1.hap1.chrY.fasta
NA20870-G1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20870-G1/NA20870-G1.hap2.chrX.fasta
NA20870-G1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA20870-G1/NA20870-G1.hap1.chrY.fasta
NA19391-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19391-XX/NA19391-XX.hap1.chrX.fasta
NA19391-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19391-XX/NA19391-XX.hap2.chrX.fasta
NA18522-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18522-E1/NA18522-E1.hap1.chrY.fasta
NA18522-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18522-E1/NA18522-E1.hap2.chrX.fasta
HG02559-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02559-XX/HG02559-XX.hap1.chrX.fasta
HG02559-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02559-XX/HG02559-XX.hap2.chrX.fasta
HG01081-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01081-XX/HG01081-XX.hap1.chrX.fasta
HG01081-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01081-XX/HG01081-XX.hap2.chrX.fasta
NA19087-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19087-XX/NA19087-XX.hap1.chrX.fasta
NA19087-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19087-XX/NA19087-XX.hap2.chrX.fasta
HG01891-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01891-XX/HG01891-XX.hap1.chrX.fasta
HG01891-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01891-XX/HG01891-XX.hap2.chrX.fasta
HG03816-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03816-XX/HG03816-XX.hap2.chrX.fasta
HG03816-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03816-XX/HG03816-XX.hap1.chrX.fasta
HG03540-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03540-XX/HG03540-XX.hap1.chrX.fasta
HG03540-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03540-XX/HG03540-XX.hap2.chrX.fasta
HG03942-H1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03942-H1/HG03942-H1.hap2.chrX.fasta
HG03942-H1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03942-H1/HG03942-H1.hap1.chrY.fasta
NA19043-B2.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19043-B2/NA19043-B2.hap2.chrX.fasta
NA19043-B2.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA19043-B2/NA19043-B2.hap1.chrY.fasta
HG02809-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02809-XX/HG02809-XX.hap1.chrX.fasta
HG02809-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02809-XX/HG02809-XX.hap2.chrX.fasta
HG02841-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02841-XX/HG02841-XX.hap1.chrX.fasta
HG02841-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02841-XX/HG02841-XX.hap2.chrX.fasta
HG01106-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01106-E1/HG01106-E1.hap2.chrX.fasta
HG01106-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01106-E1/HG01106-E1.hap1.chrY.fasta
HG02080-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02080-XX/HG02080-XX.hap1.chrX.fasta
HG02080-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02080-XX/HG02080-XX.hap2.chrX.fasta
HG00133-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00133-XX/HG00133-XX.hap1.chrX.fasta
HG00133-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00133-XX/HG00133-XX.hap2.chrX.fasta
HG02040-F.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02040-F/HG02040-F.hap2.chrX.fasta
HG02040-F.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02040-F/HG02040-F.hap1.chrY.fasta
HG03874-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03874-XX/HG03874-XX.hap2.chrX.fasta
HG03874-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03874-XX/HG03874-XX.hap1.chrX.fasta
HG03492-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03492-R1/HG03492-R1.hap2.chrX.fasta
HG03492-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03492-R1/HG03492-R1.hap1.chrY.fasta
HG02486-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02486-E1/HG02486-E1.hap1.chrY.fasta
HG02486-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02486-E1/HG02486-E1.hap2.chrX.fasta
HG01928-Q1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01928-Q1/HG01928-Q1.hap1.chrY.fasta
HG01928-Q1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01928-Q1/HG01928-Q1.hap2.chrX.fasta
HG03050-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03050-E1/HG03050-E1.hap1.chrY.fasta
HG03050-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03050-E1/HG03050-E1.hap2.chrX.fasta
HG00128-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00128-XX/HG00128-XX.hap2.chrX.fasta
HG00128-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00128-XX/HG00128-XX.hap1.chrX.fasta
HG01123-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01123-XX/HG01123-XX.hap1.chrX.fasta
HG01123-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01123-XX/HG01123-XX.hap2.chrX.fasta
HG02583-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02583-XX/HG02583-XX.hap1.chrX.fasta
HG02583-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02583-XX/HG02583-XX.hap2.chrX.fasta
HG00741-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00741-XX/HG00741-XX.hap2.chrX.fasta
HG00741-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00741-XX/HG00741-XX.hap1.chrX.fasta
HG00558-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00558-XX/HG00558-XX.hap1.chrX.fasta
HG00558-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00558-XX/HG00558-XX.hap2.chrX.fasta
NA18879-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18879-E1/NA18879-E1.hap1.chrY.fasta
NA18879-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18879-E1/NA18879-E1.hap2.chrX.fasta
HG04228-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04228-R1/HG04228-R1.hap2.chrX.fasta
HG04228-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG04228-R1/HG04228-R1.hap1.chrY.fasta
HG03831-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03831-XX/HG03831-XX.hap1.chrX.fasta
HG03831-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03831-XX/HG03831-XX.hap2.chrX.fasta
NA21102-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21102-XX/NA21102-XX.hap2.chrX.fasta
NA21102-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21102-XX/NA21102-XX.hap1.chrX.fasta
NA18747-N1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18747-N1/NA18747-N1.hap1.chrY.fasta
NA18747-N1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA18747-N1/NA18747-N1.hap2.chrX.fasta
NA21110-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21110-XX/NA21110-XX.hap2.chrX.fasta
NA21110-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21110-XX/NA21110-XX.hap1.chrX.fasta
HG01496-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01496-XX/HG01496-XX.hap1.chrX.fasta
HG01496-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01496-XX/HG01496-XX.hap2.chrX.fasta
HG00344-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00344-XX/HG00344-XX.hap1.chrX.fasta
HG00344-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00344-XX/HG00344-XX.hap2.chrX.fasta
HG03209-E1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03209-E1/HG03209-E1.hap1.chrY.fasta
HG03209-E1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG03209-E1/HG03209-E1.hap2.chrX.fasta
HG01243-R1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01243-R1/HG01243-R1.hap2.chrX.fasta
HG01243-R1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG01243-R1/HG01243-R1.hap1.chrY.fasta
HG00097-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00097-XX/HG00097-XX.hap2.chrX.fasta
HG00097-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00097-XX/HG00097-XX.hap1.chrX.fasta
NA21093-H1.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21093-H1/NA21093-H1.hap2.chrX.fasta
NA21093-H1.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/NA21093-H1/NA21093-H1.hap1.chrY.fasta
HG00658-O2.hap2.chrX	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00658-O2/HG00658-O2.hap2.chrX.fasta
HG00658-O2.hap1.chrY	male	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00658-O2/HG00658-O2.hap1.chrY.fasta
HG02886-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02886-XX/HG02886-XX.hap1.chrX.fasta
HG02886-XX.hap2.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG02886-XX/HG02886-XX.hap2.chrX.fasta
HG00099-XX.hap1.chrX	female	/gpfs/project/projects/medbioinf/projects/cubi/projects/chrom-y-extended/smk-workdir/00-extract/seq_short_names/HG00099-XX/HG00099-XX.hap1.chrX.fasta
