HG00658_chrY_random0000523	pat-0000523	
HG00658_chrY_random0000526	pat-0000526	
HG00658_chrY_random0000527	pat-0000527	
HG00658_chrY_random0000536	pat-0000536	
HG00658_chrY_random0000571	pat-0000571	
HG00658_chrY_random0000583	pat-0000583	
HG00658_chrY_random0000584	pat-0000584	
HG00658_chrY_random0000585	pat-0000585	
HG00658_chrY_random0000600	pat-0000600	
HG00658_chrY_random0000602	pat-0000602	
HG00658_chrY_random0000604	pat-0000604	
HG00658_chrY_random0000605	pat-0000605	
HG00658_chrY_random0000606	pat-0000606	
HG00658_chrY_random0000607	pat-0000607	
HG00658_chrY_random0000644	pat-0000644	
HG00658_chrY_random0000668	pat-0000668	
HG00658_chrY_random0000669	pat-0000669	
HG00658_chrY_random0000677	pat-0000677	
HG00658_chrY_random0000678	pat-0000678	
HG00658_chrY_random0000679	pat-0000679	
HG00658_chrY_random0000681	pat-0000681	
HG00658_chrY_random0000702	pat-0000702	
HG00658_chrY_random0000704	pat-0000704	
HG00658_chrY_random0000705	pat-0000705	
HG00658_chrY_random0000706	pat-0000706	
HG00658_chrY_random0000726	pat-0000726	
HG00658_chrY_random0000727	pat-0000727	
HG00658_chrY_random0000765	pat-0000765	
HG00658_chrY_random0000813	pat-0000813	
HG00658_chrY_random0000814	pat-0000814	
HG00658_chrY_random0000815	pat-0000815	
HG00658_chrY_random0000816	pat-0000816	
HG00658_chrY_random0000817	pat-0000817	
HG00658_chrY_random0000821	pat-0000821	
HG00658_chrY_random0000822	pat-0000822	
HG00658_chrY_random0000825	pat-0000825	
HG00658_chrY_random0000826	pat-0000826	
HG00658_chrY_random0000827	pat-0000827	
HG00673_chrY_random0000004	haplotype1-0000004	
HG00673_chrY_random0000006	haplotype1-0000006	
HG00673_chrY_random0000007	haplotype1-0000007	
HG00673_chrY_random0000037	haplotype1-0000037	
HG00673_chrY_random0000047	haplotype1-0000047	
HG00673_chrY_random0000109	haplotype2-0000109	
HG00673_chrY_random0000139	haplotype2-0000139	
HG00673_chrY_random0000176	unassigned-0000176	
HG00673_chrY_random0000195	unassigned-0000195	
HG00673_chrY_random0000196	unassigned-0000196	
HG00673_chrY_random0000197	unassigned-0000197	
HG00673_chrY_random0000261	unassigned-0000261	
HG00673_chrY_random0000262	unassigned-0000262	
HG00673_chrY_random0000263	unassigned-0000263	
HG00673_chrY_random0000264	unassigned-0000264	
HG00673_chrY_random0000265	unassigned-0000265	
HG00673_chrY_random0000266	unassigned-0000266	
HG00673_chrY_random0000267	unassigned-0000267	
HG00673_chrY_random0000268	unassigned-0000268	
HG00673_chrY_random0000270	unassigned-0000270	
HG00673_chrY_random0000271	unassigned-0000271	
HG00673_chrY_random0000273	unassigned-0000273	
HG00673_chrY_random0000274	unassigned-0000274	
HG00673_chrY_random0000371	unassigned-0000371	
HG00673_chrY_random0000372	unassigned-0000372	
HG00673_chrY_random0000373	unassigned-0000373	
HG00673_chrY_random0000374	unassigned-0000374	
HG00673_chrY_random0000395	unassigned-0000395	
HG00673_chrY_random0000397	unassigned-0000397	
HG00673_chrY_random0000398	unassigned-0000398	
HG00673_chrY_random0000399	unassigned-0000399	
HG00673_chrY_random0000524	unassigned-0000524	
HG00673_chrY_random0000641	unassigned-0000641	
HG00673_chrY_random0000685	unassigned-0000685	
HG00673_chrY_random0000730	unassigned-0000730	
HG00673_chrY_random0000731	unassigned-0000731	
HG00673_chrY_random0000732	unassigned-0000732	
HG00673_chrY_random0000733	unassigned-0000733	
HG00706_chrY_random0000074	haplotype2-0000074	
HG00706_chrY_random0000075	haplotype2-0000075	
HG00706_chrY_random0000090	haplotype2-0000090	
HG00706_chrY_random0000091	haplotype2-0000091	
HG00706_chrY_random0000111	haplotype2-0000111	
HG00706_chrY_random0000112	haplotype2-0000112	
HG00706_chrY_random0000122	haplotype2-0000122	
HG00706_chrY_random0000124	haplotype2-0000124	
HG00706_chrY_random0000560	unassigned-0000560	
HG00706_chrY_random0000562	unassigned-0000562	
HG00706_chrY_random0000567	unassigned-0000567	
HG00706_chrY_random0000568	unassigned-0000568	
HG00706_chrY_random0000615	unassigned-0000615	
HG00706_chrY_random0000616	unassigned-0000616	
HG00706_chrY_random0000617	unassigned-0000617	
HG00706_chrY_random0000619	unassigned-0000619	
HG00706_chrY_random0000655	unassigned-0000655	
HG00706_chrY_random0000656	unassigned-0000656	
HG00706_chrY_random0000657	unassigned-0000657	
HG00706_chrY_random0000930	unassigned-0000930	
HG00706_chrY_random0000961	unassigned-0000961	
HG00706_chrY_random0001016	unassigned-0001016	
HG00706_chrY_random0001023	unassigned-0001023	
HG00738_chrY_random0000713	pat-0000713	
HG01099_chrY_random0000013	haplotype1-0000013	
HG01099_chrY_random0000107	haplotype2-0000107	
HG01099_chrY_random0000113	haplotype2-0000113	
HG01106_chrY_random0000007	mat-0000007	
HG01106_chrY_random0000797	pat-0000797	
HG01106_chrY_random0000799	pat-0000799	
HG01109_chrY_random0000932	unassigned-0000932	
HG01109_chrY_random0000975	pat-0000975	
HG01109_chrY_random0000976	pat-0000976	
HG01109_chrY_random0000977	pat-0000977	
HG01109_chrY_random0001326	pat-0001326	
HG01192_chrY_random0000016	haplotype1-0000016	
HG01192_chrY_random0000017	haplotype1-0000017	
HG01192_chrY_random0000019	haplotype1-0000019	
HG01192_chrY_random0000018	haplotype1-0000018	
HG01192_chrY_random0000015	haplotype1-0000015	
HG01192_chrY_random0000014	haplotype1-0000014	
HG01243_chrY_random0000052	haplotype1-0000052	
HG01243_chrY_random0000071	haplotype1-0000071	
HG01243_chrY_random0000072	haplotype1-0000072	
HG01243_chrY_random0000073	haplotype1-0000073	
HG01243_chrY_random0000074	haplotype1-0000074	
HG01243_chrY_random0000075	haplotype1-0000075	
HG01243_chrY_random0000175	haplotype1-0000175	
HG01243_chrY_random0000188	haplotype1-0000188	
HG01255_chrY_random0000119	haplotype2-0000119	
HG01255_chrY_random0000120	haplotype2-0000120	
HG01255_chrY_random0000121	haplotype2-0000121	
HG01255_chrY_random0000140	haplotype2-0000140	
HG01261_chrY_random0000116	haplotype2-0000116	
HG01261_chrY_random0000118	haplotype2-0000118	
HG01358_chrY_random0000464	pat-0000464	
HG01358_chrY_random0000621	pat-0000621	
HG01433_chrY_random0000515	pat-0000515	
HG01433_chrY_random0000525	pat-0000525	
HG01433_chrY_random0000526	pat-0000526	
HG01433_chrY_random0000527	pat-0000527	
HG01433_chrY_random0000528	pat-0000528	
HG01433_chrY_random0000544	pat-0000544	
HG01433_chrY_random0000590	pat-0000590	
HG01433_chrY_random0000677	pat-0000677	
HG01433_chrY_random0000683	pat-0000683	
HG01433_chrY_random0000684	pat-0000684	
HG01433_chrY_random0000740	pat-0000740	
HG01433_chrY_random0000742	pat-0000742	
HG01433_chrY_random0000743	pat-0000743	
HG01433_chrY_random0000767	pat-0000767	
HG01433_chrY_random0000768	pat-0000768	
HG01433_chrY_random0000769	pat-0000769	
HG01433_chrY_random0000789	pat-0000789	
HG01530_chrY_random0000028	haplotype1-0000028	
HG02015_chrY_random0000020	haplotype1-0000020	
HG02015_chrY_random0000044	haplotype1-0000044	
HG02015_chrY_random0000045	haplotype1-0000045	
HG02015_chrY_random0000046	haplotype1-0000046	
HG02015_chrY_random0000048	haplotype1-0000048	
HG02015_chrY_random0000054	haplotype1-0000054	
HG02015_chrY_random0000061	haplotype1-0000061	
HG02015_chrY_random0000062	haplotype1-0000062	
HG02015_chrY_random0000063	haplotype1-0000063	
HG02015_chrY_random0000078	haplotype1-0000078	
HG02015_chrY_random0000079	haplotype1-0000079	
HG02015_chrY_random0000080	haplotype1-0000080	
HG02015_chrY_random0000082	haplotype1-0000082	
HG02015_chrY_random0000098	haplotype1-0000098	
HG02015_chrY_random0000099	haplotype1-0000099	
HG02015_chrY_random0000141	haplotype2-0000141	
HG02015_chrY_random0000142	haplotype2-0000142	
HG02015_chrY_random0000143	haplotype2-0000143	
HG02015_chrY_random0000144	haplotype2-0000144	
HG02015_chrY_random0000145	haplotype2-0000145	
HG02015_chrY_random0000146	haplotype2-0000146	
HG02015_chrY_random0000147	haplotype2-0000147	
HG02015_chrY_random0000148	haplotype2-0000148	
HG02015_chrY_random0000149	haplotype2-0000149	
HG02015_chrY_random0000150	haplotype2-0000150	
HG02015_chrY_random0000151	haplotype2-0000151	
HG02015_chrY_random0000156	haplotype2-0000156	
HG02015_chrY_random0000157	haplotype2-0000157	
HG02015_chrY_random0000158	haplotype2-0000158	
HG02015_chrY_random0000159	haplotype2-0000159	
HG02015_chrY_random0000161	haplotype2-0000161	
HG02015_chrY_random0000162	haplotype2-0000162	
HG02015_chrY_random0000165	haplotype2-0000165	
HG02015_chrY_random0000167	haplotype2-0000167	
HG02015_chrY_random0000168	haplotype2-0000168	
HG02015_chrY_random0000169	haplotype2-0000169	
HG02015_chrY_random0000172	haplotype2-0000172	
HG02015_chrY_random0000173	haplotype2-0000173	
HG02015_chrY_random0000174	haplotype2-0000174	
HG02015_chrY_random0000175	haplotype2-0000175	
HG02015_chrY_random0000176	haplotype2-0000176	
HG02015_chrY_random0000178	haplotype2-0000178	
HG02015_chrY_random0000179	haplotype2-0000179	
HG02015_chrY_random0000180	haplotype2-0000180	
HG02015_chrY_random0000182	haplotype2-0000182	
HG02015_chrY_random0000183	haplotype2-0000183	
HG02015_chrY_random0000185	haplotype2-0000185	
HG02015_chrY_random0000189	haplotype2-0000189	
HG02015_chrY_random0000190	haplotype2-0000190	
HG02015_chrY_random0000191	haplotype2-0000191	
HG02015_chrY_random0000192	haplotype2-0000192	
HG02015_chrY_random0000193	haplotype2-0000193	
HG02015_chrY_random0000194	haplotype2-0000194	
HG02015_chrY_random0000195	haplotype2-0000195	
HG02015_chrY_random0000196	haplotype2-0000196	
HG02015_chrY_random0000197	haplotype2-0000197	
HG02015_chrY_random0000202	haplotype2-0000202	
HG02015_chrY_random0000203	haplotype2-0000203	
HG02015_chrY_random0000204	haplotype2-0000204	
HG02015_chrY_random0000205	haplotype2-0000205	
HG02015_chrY_random0000648	unassigned-0000648	
HG02015_chrY_random0000649	unassigned-0000649	
HG02015_chrY_random0000650	unassigned-0000650	
HG02015_chrY_random0000678	unassigned-0000678	
HG02015_chrY_random0000683	unassigned-0000683	
HG02015_chrY_random0000684	unassigned-0000684	
HG02015_chrY_random0000692	unassigned-0000692	
HG02015_chrY_random0000693	unassigned-0000693	
HG02015_chrY_random0000694	unassigned-0000694	
HG02015_chrY_random0000695	unassigned-0000695	
HG02015_chrY_random0000698	unassigned-0000698	
HG02015_chrY_random0000699	unassigned-0000699	
HG02015_chrY_random0000706	unassigned-0000706	
HG02015_chrY_random0000731	unassigned-0000731	
HG02015_chrY_random0000732	unassigned-0000732	
HG02015_chrY_random0000749	unassigned-0000749	
HG02015_chrY_random0000751	unassigned-0000751	
HG02015_chrY_random0000852	unassigned-0000852	
HG02015_chrY_random0001230	unassigned-0001230	
HG02015_chrY_random0001231	unassigned-0001231	
HG02015_chrY_random0001243	unassigned-0001243	
HG02015_chrY_random0001244	unassigned-0001244	
HG02015_chrY_random0001245	unassigned-0001245	
HG02015_chrY_random0001246	unassigned-0001246	
HG02015_chrY_random0001247	unassigned-0001247	
HG02027_chrY_random0000474	pat-0000474	
HG02040_chrY_random0000126	haplotype2-0000126	
HG02055_chrY_random0000876	pat-0000876	
HG02071_chrY_random0000786	pat-0000786	
HG02071_chrY_random0000787	pat-0000787	
HG02071_chrY_random0000788	pat-0000788	
HG02071_chrY_random0000945	pat-0000945	
HG02071_chrY_random0000947	pat-0000947	
HG02071_chrY_random0000997	pat-0000997	
HG02071_chrY_random0001039	pat-0001039	
HG02071_chrY_random0001043	pat-0001043	
HG02071_chrY_random0001045	pat-0001045	
HG02071_chrY_random0001046	pat-0001046	
HG02074_chrY_random0001012	pat-0001012	
HG02083_chrY_random0000391	pat-0000391	
HG02083_chrY_random0000528	pat-0000528	
HG02083_chrY_random0000529	pat-0000529	
HG02083_chrY_random0000530	pat-0000530	
HG02083_chrY_random0000531	pat-0000531	
HG02083_chrY_random0000532	pat-0000532	
HG02083_chrY_random0000534	pat-0000534	
HG02083_chrY_random0000535	pat-0000535	
HG02083_chrY_random0000536	pat-0000536	
HG02083_chrY_random0000537	pat-0000537	
HG02083_chrY_random0000539	pat-0000539	
HG02083_chrY_random0000540	pat-0000540	
HG02129_chrY_random0000024	haplotype1-0000024	
HG02132_chrY_random0000022	haplotype1-0000022	
HG02132_chrY_random0000156	haplotype2-0000156	
HG02132_chrY_random0000182	haplotype2-0000182	
HG02132_chrY_random0000184	haplotype2-0000184	
HG02132_chrY_random0000185	haplotype2-0000185	
HG02132_chrY_random0000186	haplotype2-0000186	
HG02132_chrY_random0000250	haplotype2-0000250	
HG02132_chrY_random0000258	haplotype2-0000258	
HG02132_chrY_random0000259	haplotype2-0000259	
HG02132_chrY_random0000260	haplotype2-0000260	
HG02132_chrY_random0000262	haplotype2-0000262	
HG02132_chrY_random0000310	haplotype2-0000310	
HG02132_chrY_random0000313	haplotype2-0000313	
HG02132_chrY_random0000314	haplotype2-0000314	
HG02132_chrY_random0000316	haplotype2-0000316	
HG02132_chrY_random0000318	haplotype2-0000318	
HG02132_chrY_random0000350	haplotype2-0000350	
HG02132_chrY_random0000353	haplotype2-0000353	
HG02132_chrY_random0000478	unassigned-0000478	
HG02132_chrY_random0000479	unassigned-0000479	
HG02132_chrY_random0000584	unassigned-0000584	
HG02132_chrY_random0000766	unassigned-0000766	
HG02132_chrY_random0000767	unassigned-0000767	
HG02132_chrY_random0000779	unassigned-0000779	
HG02132_chrY_random0000780	unassigned-0000780	
HG02132_chrY_random0000818	unassigned-0000818	
HG02135_chrY_random0000980	pat-0000980	
HG02145_chrY_random0000061	haplotype1-0000061	
HG02145_chrY_random0000220	haplotype2-0000220	
HG02145_chrY_random0000221	haplotype2-0000221	
HG02145_chrY_random0000237	haplotype2-0000237	
HG02145_chrY_random0000255	haplotype2-0000255	
HG02145_chrY_random0000258	haplotype2-0000258	
HG02145_chrY_random0000265	haplotype2-0000265	
HG02145_chrY_random0000295	haplotype2-0000295	
HG02145_chrY_random0000306	haplotype2-0000306	
HG02145_chrY_random0000307	haplotype2-0000307	
HG02145_chrY_random0000310	haplotype2-0000310	
HG02145_chrY_random0000419	haplotype2-0000419	
HG02145_chrY_random0000426	haplotype2-0000426	
HG02145_chrY_random0000443	haplotype2-0000443	
HG02145_chrY_random0000522	unassigned-0000522	
HG02145_chrY_random0000558	unassigned-0000558	
HG02145_chrY_random0000560	unassigned-0000560	
HG02145_chrY_random0000561	unassigned-0000561	
HG02145_chrY_random0001435	unassigned-0001435	
HG02145_chrY_random0001436	unassigned-0001436	
HG02145_chrY_random0001444	unassigned-0001444	
HG02145_chrY_random0001485	unassigned-0001485	
HG02145_chrY_random0001487	unassigned-0001487	
HG02145_chrY_random0001489	unassigned-0001489	
HG02145_chrY_random0001497	unassigned-0001497	
HG02145_chrY_random0001505	unassigned-0001505	
HG02145_chrY_random0001512	unassigned-0001512	
HG02145_chrY_random0001516	unassigned-0001516	
HG02145_chrY_random0001735	unassigned-0001735	
HG02145_chrY_random0001740	unassigned-0001740	
HG02258_chrY_random0000057	haplotype1-0000057	
HG02258_chrY_random0000058	haplotype1-0000058	
HG02258_chrY_random0000059	haplotype1-0000059	
HG02258_chrY_random0000061	haplotype1-0000061	
HG02258_chrY_random0000062	haplotype1-0000062	
HG02391_chrY_random0000093	haplotype2-0000093	
HG02602_chrY_random0000577	pat-0000577	
HG02602_chrY_random0000578	pat-0000578	
HG02602_chrY_random0000579	pat-0000579	
HG02602_chrY_random0000581	pat-0000581	
HG02602_chrY_random0000582	pat-0000582	
HG02602_chrY_random0000668	pat-0000668	
HG02602_chrY_random0000669	pat-0000669	
HG02602_chrY_random0000674	pat-0000674	
HG02602_chrY_random0000675	pat-0000675	
HG02602_chrY_random0000676	pat-0000676	
HG02602_chrY_random0000677	pat-0000677	
HG02602_chrY_random0000678	pat-0000678	
HG02602_chrY_random0000679	pat-0000679	
HG02647_chrY_random0000803	pat-0000803	
HG02647_chrY_random0000804	pat-0000804	
HG02668_chrY_random0000513	pat-0000513	
HG02668_chrY_random0000514	pat-0000514	
HG02668_chrY_random0000725	pat-0000725	
HG02668_chrY_random0000778	pat-0000778	
HG02668_chrY_random0000816	pat-0000816	
HG02668_chrY_random0000817	pat-0000817	
HG02668_chrY_random0000818	pat-0000818	
HG02668_chrY_random0000819	pat-0000819	
HG02668_chrY_random0000821	pat-0000821	
HG02698_chrY_random0000246	unassigned-0000246	
HG02698_chrY_random0000247	unassigned-0000247	
HG02698_chrY_random0000248	unassigned-0000248	
HG02698_chrY_random0000557	unassigned-0000557	
HG02735_chrY_random0000060	haplotype2-0000060	
HG02735_chrY_random0000366	unassigned-0000366	
HG02735_chrY_random0001257	unassigned-0001257	
HG02735_chrY_random0001258	unassigned-0001258	
HG02965_chrY_random0000025	haplotype1-0000025	
HG02965_chrY_random0000035	haplotype1-0000035	
HG02965_chrY_random0000072	haplotype1-0000072	
HG02965_chrY_random0000073	haplotype1-0000073	
HG02965_chrY_random0000074	haplotype1-0000074	
HG02965_chrY_random0000077	haplotype1-0000077	
HG02965_chrY_random0000162	haplotype2-0000162	
HG02965_chrY_random0000181	haplotype2-0000181	
HG02965_chrY_random0000228	unassigned-0000228	
HG02965_chrY_random0000385	unassigned-0000385	
HG02965_chrY_random0000386	unassigned-0000386	
HG02965_chrY_random0000390	unassigned-0000390	
HG02965_chrY_random0000393	unassigned-0000393	
HG02965_chrY_random0000403	unassigned-0000403	
HG02965_chrY_random0000530	unassigned-0000530	
HG02965_chrY_random0000531	unassigned-0000531	
HG02965_chrY_random0000557	unassigned-0000557	
HG02965_chrY_random0000558	unassigned-0000558	
HG02965_chrY_random0000559	unassigned-0000559	
HG02965_chrY_random0000625	unassigned-0000625	
HG02965_chrY_random0000626	unassigned-0000626	
HG02965_chrY_random0000627	unassigned-0000627	
HG02965_chrY_random0000628	unassigned-0000628	
HG02965_chrY_random0000629	unassigned-0000629	
HG02984_chrY_random0000151	haplotype2-0000151	
HG02984_chrY_random0000152	haplotype2-0000152	
HG02984_chrY_random0000186	haplotype2-0000186	
HG02984_chrY_random0000188	haplotype2-0000188	
HG02984_chrY_random0000189	haplotype2-0000189	
HG02984_chrY_random0000190	haplotype2-0000190	
HG02984_chrY_random0000191	haplotype2-0000191	
HG02984_chrY_random0000203	haplotype2-0000203	
HG02984_chrY_random0000206	haplotype2-0000206	
HG03050_chrY_random0000537	pat-0000537	
HG03098_chrY_random0000029	haplotype1-0000029	
HG03098_chrY_random0000031	haplotype1-0000031	
HG03098_chrY_random0000033	haplotype1-0000033	
HG03098_chrY_random0000034	haplotype1-0000034	
HG03098_chrY_random0000035	haplotype1-0000035	
HG03098_chrY_random0000036	haplotype1-0000036	
HG03098_chrY_random0000037	haplotype1-0000037	
HG03098_chrY_random0000038	haplotype1-0000038	
HG03098_chrY_random0000039	haplotype1-0000039	
HG03098_chrY_random0000040	haplotype1-0000040	
HG03098_chrY_random0000041	haplotype1-0000041	
HG03098_chrY_random0000042	haplotype1-0000042	
HG03098_chrY_random0000043	haplotype1-0000043	
HG03098_chrY_random0000044	haplotype1-0000044	
HG03098_chrY_random0000045	haplotype1-0000045	
HG03098_chrY_random0000046	haplotype1-0000046	
HG03098_chrY_random0000047	haplotype1-0000047	
HG03098_chrY_random0000048	haplotype1-0000048	
HG03098_chrY_random0000049	haplotype1-0000049	
HG03098_chrY_random0000050	haplotype1-0000050	
HG03098_chrY_random0000051	haplotype1-0000051	
HG03098_chrY_random0000055	haplotype1-0000055	
HG03098_chrY_random0000056	haplotype1-0000056	
HG03098_chrY_random0000058	haplotype1-0000058	
HG03098_chrY_random0000059	haplotype1-0000059	
HG03098_chrY_random0000060	haplotype1-0000060	
HG03098_chrY_random0000062	haplotype1-0000062	
HG03098_chrY_random0000063	haplotype1-0000063	
HG03098_chrY_random0000064	haplotype1-0000064	
HG03098_chrY_random0000068	haplotype1-0000068	
HG03098_chrY_random0000069	haplotype1-0000069	
HG03098_chrY_random0000070	haplotype1-0000070	
HG03098_chrY_random0000071	haplotype1-0000071	
HG03098_chrY_random0000072	haplotype1-0000072	
HG03098_chrY_random0000083	haplotype1-0000083	
HG03098_chrY_random0000091	haplotype2-0000091	
HG03130_chrY_random0000005	haplotype1-0000005	
HG03130_chrY_random0000027	haplotype1-0000027	
HG03130_chrY_random0000124	haplotype2-0000124	
HG03130_chrY_random0000125	haplotype2-0000125	
HG03130_chrY_random0000134	haplotype2-0000134	
HG03130_chrY_random0000514	unassigned-0000514	
HG03130_chrY_random0000516	unassigned-0000516	
HG03130_chrY_random0000517	unassigned-0000517	
HG03130_chrY_random0000520	unassigned-0000520	
HG03130_chrY_random0000521	unassigned-0000521	
HG03130_chrY_random0000556	unassigned-0000556	
HG03130_chrY_random0000557	unassigned-0000557	
HG03130_chrY_random0000558	unassigned-0000558	
HG03130_chrY_random0000574	unassigned-0000574	
HG03130_chrY_random0000861	unassigned-0000861	
HG03130_chrY_random0000862	unassigned-0000862	
HG03130_chrY_random0000863	unassigned-0000863	
HG03130_chrY_random0000864	unassigned-0000864	
HG03130_chrY_random0000964	unassigned-0000964	
HG03130_chrY_random0000966	unassigned-0000966	
HG03130_chrY_random0000967	unassigned-0000967	
HG03209_chrY_random0000008	haplotype1-0000008	
HG03209_chrY_random0000194	haplotype2-0000194	
HG03209_chrY_random0000215	haplotype2-0000215	
HG03209_chrY_random0000216	haplotype2-0000216	
HG03209_chrY_random0000232	haplotype2-0000232	
HG03209_chrY_random0000247	haplotype2-0000247	
HG03209_chrY_random0000248	haplotype2-0000248	
HG03209_chrY_random0000249	haplotype2-0000249	
HG03209_chrY_random0000300	unassigned-0000300	
HG03492_chrY_random0000921	pat-0000921	
HG03521_chrY_random0000125	haplotype2-0000125	
HG03521_chrY_random0000188	haplotype2-0000188	
HG03521_chrY_random0000192	haplotype2-0000192	
HG03521_chrY_random0000193	haplotype2-0000193	
HG03521_chrY_random0000198	haplotype2-0000198	
HG03521_chrY_random0000199	haplotype2-0000199	
HG03521_chrY_random0000200	haplotype2-0000200	
HG03521_chrY_random0000201	haplotype2-0000201	
HG03521_chrY_random0000202	haplotype2-0000202	
HG03654_chrY_random0000103	haplotype2-0000103	
HG03654_chrY_random0000104	haplotype2-0000104	
HG03654_chrY_random0000105	haplotype2-0000105	
HG03654_chrY_random0000131	haplotype2-0000131	
HG03654_chrY_random0000202	haplotype2-0000202	
HG03654_chrY_random0000203	haplotype2-0000203	
HG03654_chrY_random0000204	haplotype2-0000204	
HG03710_chrY_random0000095	haplotype2-0000095	
HG03710_chrY_random0000100	haplotype2-0000100	
HG03710_chrY_random0000101	haplotype2-0000101	
HG03710_chrY_random0000102	haplotype2-0000102	
HG03710_chrY_random0000103	haplotype2-0000103	
HG03710_chrY_random0000104	haplotype2-0000104	
HG03742_chrY_random0000092	haplotype2-0000092	
HG03742_chrY_random0000093	haplotype2-0000093	
HG03742_chrY_random0000108	haplotype2-0000108	
HG03742_chrY_random0000109	haplotype2-0000109	
HG03742_chrY_random0000115	haplotype2-0000115	
HG03742_chrY_random0000116	haplotype2-0000116	
HG03742_chrY_random0000117	haplotype2-0000117	
HG03742_chrY_random0000122	haplotype2-0000122	
HG03742_chrY_random0000142	haplotype2-0000142	
HG03742_chrY_random0000143	haplotype2-0000143	
HG03742_chrY_random0000144	haplotype2-0000144	
HG03742_chrY_random0000146	haplotype2-0000146	
HG03742_chrY_random0000147	haplotype2-0000147	
HG03742_chrY_random0000148	haplotype2-0000148	
HG03942_chrY_random0000808	pat-0000808	
HG03942_chrY_random0000809	pat-0000809	
HG03942_chrY_random0000810	pat-0000810	
HG03942_chrY_random0000909	pat-0000909	
HG04115_chrY_random0001064	pat-0001064	
HG04115_chrY_random0001065	pat-0001065	
HG04115_chrY_random0001066	pat-0001066	
HG04115_chrY_random0001067	pat-0001067	
HG04115_chrY_random0001069	pat-0001069	
HG04115_chrY_random0001070	pat-0001070	
HG04115_chrY_random0001103	pat-0001103	
HG04115_chrY_random0001133	pat-0001133	
HG04115_chrY_random0001134	pat-0001134	
HG04115_chrY_random0001147	pat-0001147	
HG04115_chrY_random0001148	pat-0001148	
HG04115_chrY_random0001149	pat-0001149	
HG04115_chrY_random0001150	pat-0001150	
HG04115_chrY_random0001152	pat-0001152	
HG04115_chrY_random0001157	pat-0001157	
HG04115_chrY_random0001206	pat-0001206	
HG04115_chrY_random0001207	pat-0001207	
HG04115_chrY_random0001208	pat-0001208	
HG04115_chrY_random0001209	pat-0001209	
HG04115_chrY_random0001210	pat-0001210	
HG04115_chrY_random0001211	pat-0001211	
HG04115_chrY_random0001217	pat-0001217	
HG04115_chrY_random0001219	pat-0001219	
HG04115_chrY_random0001221	pat-0001221	
HG04115_chrY_random0001222	pat-0001222	
HG04115_chrY_random0001224	pat-0001224	
HG04157_chrY_random0000083	haplotype2-0000083	
HG04157_chrY_random0000143	haplotype2-0000143	
HG04157_chrY_random0000150	haplotype2-0000150	
HG04157_chrY_random0000167	haplotype2-0000167	
HG04157_chrY_random0000168	haplotype2-0000168	
HG04157_chrY_random0000769	unassigned-0000769	
HG04157_chrY_random0000801	unassigned-0000801	
HG04157_chrY_random0000802	unassigned-0000802	
HG04157_chrY_random0000821	unassigned-0000821	
