#seq	start	end	name	score	strand	ref_umbrella_label	ref_umbrella_prefix	ref_umbrella_prefix_Pille
HG02698_chrY	12673178	12675882	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12676999	12679703	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12680805	12683509	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12684631	12687325	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12688437	12691141	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12692258	12694957	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12696069	12698773	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12699880	12702569	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12703676	12706380	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12707487	12710186	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12711555	12712624	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12713752	12716460	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12717588	12720296	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12721433	12724137	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12725274	12727978	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12729085	12735542	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12736661	12739335	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12740471	12746910	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12748064	12754546	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12767396	12768630	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12775959	12777193	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12784562	12785796	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12793130	12794364	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12801733	12806273	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12806990	12819755	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12820089	12833540	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12833933	12909144	periCEN	1000	+	"CEN1,CEN2"	CEN	periCEN
HG02698_chrY	12909144	15145212	XDR3	1000	+	XDR3	XDR	.
HG02698_chrY	15145210	15180447	P8-dist	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	15145212	15219099	AMPL3	1000	+	AMPL3	AMP	.
HG02698_chrY	15180454	15183858	P8-spacer	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	15183858	15219099	P8-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	15219099	17035676	XDR4	1000	+	XDR4	XDR	.
HG02698_chrY	17035676	17044409	P7-prox	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	17035676	17065776	AMPL4	1000	+	AMPL4	AMP	.
HG02698_chrY	17044409	17057043	P7-spacer	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	17057043	17065776	P7-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	17065776	17320480	XDR5	1000	+	XDR5	XDR	.
HG02698_chrY	17320480	17430494	P6-prox	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	17320483	17586716	AMPL5	1000	-	AMPL5	AMP	.
HG02698_chrY	17430497	17476707	P6-spacer	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	17476713	17586723	P6-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	17586723	18616669	XDR6	1000	+	XDR6	XDR	.
HG02698_chrY	18616669	19112159	P5-prox	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	18616669	20026110	AMPL6	1000	+	AMPL6	AMP	.
HG02698_chrY	18983941	19112156	IR5-2	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	19112159	19115613	P5-spacer	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	19115613	19605981	P5-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	19115613	19238733	IR5-2	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	19605989	19796255	P4-dist	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	19796255	19835918	P4-spacer	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	19835925	20026113	P4-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	20026113	21210820	XDR7	1000	+	XDR7	XDR	.
HG02698_chrY	21210819	21623952	DYZ19_Yq	1000	+	DYZ19	DYZ	DYZ19
HG02698_chrY	21623952	22294639	XDR8	1000	+	XDR8	XDR	.
HG02698_chrY	22326932	22338421	Rep1-1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	22326937	22338980	Rep1-2	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	22326937	22608714	XDR8	1000	+	XDR8	XDR	.
HG02698_chrY	22608714	23044848	AMPL7	1000	+	AMPL7	AMP	.
HG02698_chrY	22777730	22863790	IR2-prox	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23062164	24026614	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY	23118981	23181541	IR2-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23182220	23349929	blue	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	23182221	23465620	P3-prox	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23349924	23465620	teal1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	23465619	23634669	P3-spacer	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23634668	23750343	teal2	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23634669	23918022	P3-dist	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23750338	23918051	blue	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23918501	23949198	blue-plus	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23949193	23979157	blue-IR1	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	23979156	24003677	IR1-Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24003672	24011272	green-IR1	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24003675	24011277	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24011271	24026614	green	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24028114	24159451	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY	24028114	24159451	green	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24033093	24040694	green-IR1	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24033096	24040699	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24160951	24626654	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY	24160951	24367251	green	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24367545	24512780	red	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24512725	24514915	P2-spacer	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24514913	24626654	red	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24514914	24626654	P1-prox	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24628154	26325679	AMPL7	1000	-	AMPL7	AMP	.
HG02698_chrY	24628154	24649550	red	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24628154	25985767	P1-prox	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24649833	24956963	green	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24956957	24964556	green-IR1	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	24956962	24964551	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	24964553	25642241	yellow	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	25230131	25352227	IR5-4	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	25642238	25810380	blue	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	25810830	25841527	blue-plus	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	25841522	25871485	blue-IR1	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	25871481	25986219	gray	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	26325677	26489471	DYZ18_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	26337071	26467988	other2	1000	+	other2	OTH	.
HG02698_chrY	26472172	26489509	other2	1000	+	other2	OTH	.
HG02698_chrY	26490110	26495781	other2	1000	+	other2	OTH	.
HG02698_chrY	26492598	26582677	Yqhet_3k1bp	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	26496550	26525257	other2	1000	+	other2	OTH	.
HG02698_chrY	26527241	26532844	other2	1000	+	other2	OTH	.
HG02698_chrY	26533419	26535963	other2	1000	+	other2	OTH	.
HG02698_chrY	26536569	26545290	other2	1000	+	other2	OTH	.
HG02698_chrY	26545865	26548409	other2	1000	+	other2	OTH	.
HG02698_chrY	26548957	26551506	other2	1000	+	other2	OTH	.
HG02698_chrY	26552089	26554621	other2	1000	+	other2	OTH	.
HG02698_chrY	26555209	26563947	other2	1000	+	other2	OTH	.
HG02698_chrY	26564522	26567054	other2	1000	+	other2	OTH	.
HG02698_chrY	26567629	26570173	other2	1000	+	other2	OTH	.
HG02698_chrY	26570721	26573270	other2	1000	+	other2	OTH	.
HG02698_chrY	26573828	26576385	other2	1000	+	other2	OTH	.
HG02698_chrY	26576968	26579552	other2	1000	+	other2	OTH	.
HG02698_chrY	26580131	26583743	other2	1000	+	other2	OTH	.
HG02698_chrY	26585856	26588466	other2	1000	+	other2	OTH	.
HG02698_chrY	26591958	26594772	other2	1000	+	other2	OTH	.
HG02698_chrY	26598308	26601133	other2	1000	+	other2	OTH	.
HG02698_chrY	26604661	26607496	other2	1000	+	other2	OTH	.
HG02698_chrY	26611014	26613865	other2	1000	+	other2	OTH	.
HG02698_chrY	26614200	26615814	other2	1000	+	other2	OTH	.
HG02698_chrY	26617826	26620570	other2	1000	+	other2	OTH	.
HG02698_chrY	26620421	26669600	Yqhet_2k7bp	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	26620873	26623031	HET	1000	+	HET	HET	.
HG02698_chrY	26623662	26625790	HET	1000	+	HET	HET	.
HG02698_chrY	26626421	26628544	HET	1000	+	HET	HET	.
HG02698_chrY	26629175	26631313	HET	1000	+	HET	HET	.
HG02698_chrY	26631954	26634077	HET	1000	+	HET	HET	.
HG02698_chrY	26634707	26636835	HET	1000	+	HET	HET	.
HG02698_chrY	26637476	26639609	HET	1000	+	HET	HET	.
HG02698_chrY	26640240	26642393	HET	1000	+	HET	HET	.
HG02698_chrY	26642999	26645142	HET	1000	+	HET	HET	.
HG02698_chrY	26645748	26647869	HET	1000	+	HET	HET	.
HG02698_chrY	26648480	26650603	HET	1000	+	HET	HET	.
HG02698_chrY	26651214	26653347	HET	1000	+	HET	HET	.
HG02698_chrY	26653978	26656086	HET	1000	+	HET	HET	.
HG02698_chrY	26656697	26658819	HET	1000	+	HET	HET	.
HG02698_chrY	26659430	26661543	HET	1000	+	HET	HET	.
HG02698_chrY	26662174	26664302	HET	1000	+	HET	HET	.
HG02698_chrY	26664933	26667061	HET	1000	+	HET	HET	.
HG02698_chrY	26667702	26669850	HET	1000	+	HET	HET	.
HG02698_chrY	26670491	26672607	HET	1000	+	HET	HET	.
HG02698_chrY	26673248	26675376	HET	1000	+	HET	HET	.
HG02698_chrY	26676017	26678145	HET	1000	+	HET	HET	.
HG02698_chrY	26678786	26680908	HET	1000	+	HET	HET	.
HG02698_chrY	26681549	26683652	HET	1000	+	HET	HET	.
HG02698_chrY	26684293	26686410	HET	1000	+	HET	HET	.
HG02698_chrY	26687051	26689168	HET	1000	+	HET	HET	.
HG02698_chrY	26689809	26691926	HET	1000	+	HET	HET	.
HG02698_chrY	26692567	26694684	HET	1000	+	HET	HET	.
HG02698_chrY	26695325	26697447	HET	1000	+	HET	HET	.
HG02698_chrY	26698088	26700205	HET	1000	+	HET	HET	.
HG02698_chrY	26700846	26702978	HET	1000	+	HET	HET	.
HG02698_chrY	26703619	26705742	HET	1000	+	HET	HET	.
HG02698_chrY	26706372	26708510	HET	1000	+	HET	HET	.
HG02698_chrY	26709151	26711271	HET	1000	+	HET	HET	.
HG02698_chrY	26711900	26714048	HET	1000	+	HET	HET	.
HG02698_chrY	26714679	26716812	HET	1000	+	HET	HET	.
HG02698_chrY	26717444	26719572	HET	1000	+	HET	HET	.
HG02698_chrY	26720204	26722332	HET	1000	+	HET	HET	.
HG02698_chrY	26722963	26725101	HET	1000	+	HET	HET	.
HG02698_chrY	26725732	26727850	HET	1000	+	HET	HET	.
HG02698_chrY	26728481	26730609	HET	1000	+	HET	HET	.
HG02698_chrY	26731241	26733369	HET	1000	+	HET	HET	.
HG02698_chrY	26734000	26736138	HET	1000	+	HET	HET	.
HG02698_chrY	26736769	26738887	HET	1000	+	HET	HET	.
HG02698_chrY	26739518	26741606	HET	1000	+	HET	HET	.
HG02698_chrY	26742227	26744375	HET	1000	+	HET	HET	.
HG02698_chrY	26745006	26747144	HET	1000	+	HET	HET	.
HG02698_chrY	26747718	27675738	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	26747775	27675718	HET	1000	+	HET	HET	.
HG02698_chrY	27675691	27699826	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	27699798	27722786	HET	1000	-	HET	HET	.
HG02698_chrY	27706686	28330543	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	27726472	27880261	HET	1000	-	HET	HET	.
HG02698_chrY	27880346	27916022	HET	1000	-	HET	HET	.
HG02698_chrY	27918803	28330517	HET	1000	-	HET	HET	.
HG02698_chrY	28331416	28382220	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	28382199	28499075	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	28382219	30083682	HET	1000	+	HET	HET	.
HG02698_chrY	28499032	28541798	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	28542666	30093839	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	30093894	30379488	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	30380387	30856261	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	30380390	30824930	HET	1000	+	HET	HET	.
HG02698_chrY	30842421	31254665	HET	1000	+	HET	HET	.
HG02698_chrY	30856314	30903779	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	30904653	31423737	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	31264388	31417079	HET	1000	+	HET	HET	.
HG02698_chrY	31423793	31601824	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	31602699	32023093	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	31602728	32023064	HET	1000	+	HET	HET	.
HG02698_chrY	32023145	33208944	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	33209818	33731899	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	33209846	33731871	HET	1000	+	HET	HET	.
HG02698_chrY	33731952	34791654	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	34798128	35128849	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	34798141	35128821	HET	1000	+	HET	HET	.
HG02698_chrY	35128903	35640682	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	35642474	36059491	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	35663323	36059463	HET	1000	+	HET	HET	.
HG02698_chrY	36059544	36354552	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	36355427	37061377	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG02698_chrY	36355454	36710545	HET	1000	+	HET	HET	.
HG02698_chrY	36721225	37061349	HET	1000	+	HET	HET	.
HG02698_chrY	37061431	37149204	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	37149257	37277355	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	37149286	37248313	HET	1000	-	HET	HET	.
HG02698_chrY	37252423	37277325	HET	1000	-	HET	HET	.
HG02698_chrY	37278227	38347314	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	38347403	38649597	HET	1000	-	HET	HET	.
HG02698_chrY	38347403	38666901	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	38668696	39148701	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	39149593	39561523	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	39149622	39540688	HET	1000	-	HET	HET	.
HG02698_chrY	39563316	40067821	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG02698_chrY	40067873	40601094	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
