#seq	start	end	name	score	strand	ref_umbrella_label	ref_umbrella_prefix	ref_umbrella_prefix_Pille
HG03225_chrY	17600860	17608660	P7	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	17608660	17863412	XDR5	1000	+	XDR5	XDR	.
HG03225_chrY	17863412	17973480	P6	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	17863412	18129731	AMPL5	1000	-	AMPL5	AMP	.
HG03225_chrY	18019699	18129731	P6	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	18129731	19159691	XDR6	1000	+	XDR6	XDR	.
HG03225_chrY	19159681	20153991	AMPL6	1000	-	AMPL6	AMP	.
HG03225_chrY	19159681	21856593	AZFb	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	19159691	19655112	P5	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	19526834	19639260	P5-AZFb	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	19658569	20153991	P5	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	19674419	19786838	P5-AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	20154012	20573928	AMPL6	1000	-	AMPL6	AMP	.
HG03225_chrY	20154012	20344123	P4	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	20383783	20573928	P4	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	20573928	21758427	XDR7	1000	+	XDR7	XDR	.
HG03225_chrY	21758596	21923853	DYZ19_Yq	1000	+	non-umbrella	non-umbrella	DYZ19
HG03225_chrY	21857252	23801454	AZFb	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	21923864	22967865	XDR8	1000	+	XDR8	XDR	.
HG03225_chrY	22967865	23789024	AMPL7	1000	+	AMPL7	AMP	.
HG03225_chrY	23124729	23187230	IR2	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23268962	23361688	IR4	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23442356	23504864	IR2	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23505600	23673333	blue	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23505601	23797537	P3	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23673328	23797537	teal2	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23789028	23909123	P3-spacer	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23848454	23854894	AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23848454	23854894	AMPL7	1000	-	AMPL7	AMP	.
HG03225_chrY	23855610	23866712	AMPL7	1000	-	AMPL7	AMP	.
HG03225_chrY	23855610	23866712	AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23869855	23872538	AMPL7	1000	-	AMPL7	AMP	.
HG03225_chrY	23869855	23872538	AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23872822	23901220	AMPL7	1000	+	AMPL7	AMP	.
HG03225_chrY	23872822	23901220	AZFb	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23909122	24024821	teal2	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23909125	24278160	P3	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	23909137	27205179	AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	23909137	27837782	AMPL7	1000	+	AMPL7	AMP	.
HG03225_chrY	24023127	24262313	P3-AZFc	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24024773	27837782	AZFc	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24024816	24278160	blue	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24192982	24223675	blue-plus	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24220378	24295181	IR1	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24223670	24253640	blue-IR1	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24278159	24285760	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24278160	24592855	green	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24278226	24592854	P1	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24593152	24739637	red	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24739635	24741825	P2-spacer	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24741770	24880318	red	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	24880604	24995333	gray	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24880605	26217052	P1	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24984587	25026298	blue-IR1	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	24995329	25224562	blue	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	25025294	25055991	blue-plus	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	25224559	25902282	yellow	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	25513417	25625746	P1-AZFb	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	25895313	25909878	green-IR1	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	25902279	26217053	green	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	26217341	26354042	red	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	26354040	26356230	P2-spacer	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	26356175	26501365	red	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	26501644	26816369	green	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	26501645	27837477	P1	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	26808775	26823340	green-IR1	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	26816371	27494057	yellow	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27092939	27205236	P1-AZFb	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27490830	27734501	P1-AZFc	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27494054	27722753	blue	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27662093	27692790	blue-plus	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27691786	27733497	blue-IR1	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27722749	27837478	gray	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	27838256	28164202	OTHER	1000	+	"OTHER,OTHER1,OTHER2"	OTH	.
HG03225_chrY	28164202	29811636	HET	1000	+	HET	HET	.
HG03225_chrY	28176951	28363875	DYZ18_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	28367002	28486582	Yqhet_3k1bp	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	28524178	28615327	Yqhet_2k7bp	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	28618479	29382025	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	29381978	29413353	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	29417582	29811983	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	29812856	29854001	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	29827705	31300667	HET	1000	+	HET	HET	.
HG03225_chrY	29853980	29924732	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	29924689	29967519	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	29968387	31300695	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	31300749	31461873	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	31303168	32622547	HET	1000	+	HET	HET	.
HG03225_chrY	31466066	32157372	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	32157424	32890969	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	32631959	33445939	HET	1000	+	HET	HET	.
HG03225_chrY	32891857	33294030	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	33294081	33996232	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	33456155	33976891	HET	1000	+	HET	HET	.
HG03225_chrY	33995193	34010579	HET	1000	+	HET	HET	.
HG03225_chrY	33997106	34383194	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	34022612	35689565	HET	1000	+	HET	HET	.
HG03225_chrY	34383248	34788920	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	34789794	34964960	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	34965015	35276094	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	35276968	35763955	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	35715141	35946925	HET	1000	+	HET	HET	.
HG03225_chrY	35764010	35909411	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	35910286	36301730	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	35973887	36719292	HET	1000	+	HET	HET	.
HG03225_chrY	36301785	36410976	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	36411851	36727613	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	36727667	36988012	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	36728876	37260274	HET	1000	+	HET	HET	.
HG03225_chrY	36988886	37277463	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	37277516	37392748	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	37278173	37355655	HET	1000	+	HET	HET	.
HG03225_chrY	37390755	37675657	HET	1000	+	HET	HET	.
HG03225_chrY	37393622	37689670	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	37689723	38504040	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	37694546	39279175	HET	1000	+	HET	HET	.
HG03225_chrY	38504914	38798786	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	38798838	38899623	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	38900497	39258200	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	39258253	39426058	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	39290793	39765962	HET	1000	+	HET	HET	.
HG03225_chrY	39426932	39893123	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	39767568	39892390	HET	1000	+	HET	HET	.
HG03225_chrY	39893181	40363957	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	39898001	40727753	HET	1000	+	HET	HET	.
HG03225_chrY	40364832	41014365	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	40736519	41014345	HET	1000	+	HET	HET	.
HG03225_chrY	41014342	41401638	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	41014982	42037180	HET	1000	+	HET	HET	.
HG03225_chrY	41402512	41577600	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	41577653	42060425	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	42059823	42157903	HET	1000	+	HET	HET	.
HG03225_chrY	42061300	42157930	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	42157865	42282897	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	42157907	42482333	HET	1000	+	HET	HET	.
HG03225_chrY	42283772	42735333	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	42514890	42800750	HET	1000	+	HET	HET	.
HG03225_chrY	42735385	42866271	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	42805336	42854583	HET	1000	+	HET	HET	.
HG03225_chrY	42859399	44306461	HET	1000	+	HET	HET	.
HG03225_chrY	42867145	43245959	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	43246012	43340687	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	43341562	43696714	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	43696766	43994468	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	43995342	44359901	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	44359953	44477591	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	44360611	44366729	HET	1000	+	HET	HET	.
HG03225_chrY	44381884	44770307	HET	1000	+	HET	HET	.
HG03225_chrY	44478465	44809733	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	44775167	44819216	HET	1000	+	HET	HET	.
HG03225_chrY	44809785	45579615	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	44831991	51139044	HET	1000	+	HET	HET	.
HG03225_chrY	45580489	45909651	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	45909704	46005536	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	46017510	46446285	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	46446337	46787645	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	46788519	47189035	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	47189093	48472863	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	48473737	48804722	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	48804774	48915114	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	48927090	49302455	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	49302509	49658375	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	49659249	50089940	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	50089998	51198927	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	51141091	55311082	HET	1000	+	HET	HET	.
HG03225_chrY	51200721	51448566	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	51449456	52142166	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	52143959	52447774	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	52448664	52727503	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	52729297	53025758	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	53026649	53974577	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	53975451	55311110	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	55311164	55411303	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	55342736	57661825	HET	1000	-	HET	HET	.
HG03225_chrY	55411357	55547052	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	55547924	55705684	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	55705737	55971276	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	55973071	56369525	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	56369482	56495225	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	56497020	56866031	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	56866085	57023421	DYZ1_Yq	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	57024295	57076267	DYZ2_Con	1000	+	non-umbrella	non-umbrella	.
HG03225_chrY	57077141	57565674	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	57565840	57592078	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	57595379	57767068	DYZ1_Yq	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	57662565	57837881	HET	1000	+	HET	HET	.
HG03225_chrY	57767223	57790362	DYZ2_Con	1000	-	non-umbrella	non-umbrella	.
HG03225_chrY	57837881	57887898	OTHER	1000	+	"OTHER,OTHER1,OTHER2"	OTH	.
HG03225_chrY	57887896	58219651	PAR2	1000	+	PAR2	PAR	.
HG03225_chrY	58219651	58227827	TELO	0	+	"PAR1,PAR2"	PAR	.
